id,prediccion
513,73775.85
514,80102.695
515,412048.72
516,1750014.4
517,93114.68
518,70553.766
519,323373.44
520,525701.8
521,610390.5
522,126665.51
523,364738.12
524,762281.9
525,78026.33
526,298767.78
527,335816.03
528,1221066.0
529,746616.9
530,347756.78
531,103265.62
532,126922.3
533,827898.25
534,572500.6
535,72082.22
536,431068.84
537,347523.94
538,302829.66
539,252035.12
540,94260.734
541,681342.25
542,274137.0
543,1347758.1
544,678450.25
545,424653.34
546,834397.4
547,72463.34
548,1786891.6
549,107193.586
550,2102659.5
551,951543.56
552,234702.36
553,195966.97
554,86122.98
555,1047568.1
556,315504.78
557,94619.76
558,220290.58
559,453925.94
560,605076.8
561,97439.32
562,545287.6
563,225393.89
564,1541098.4
565,72827.17
566,181990.75
567,222120.78
568,500038.1
569,547369.75
570,758329.9
571,125026.72
572,726120.6
573,317329.88
574,543173.5
575,61735.926
576,911702.56
577,261809.19
578,451306.78
579,331686.1
580,168163.1
581,80695.75
582,355906.7
583,332805.4
584,489158.28
585,426446.53
586,124265.32
587,70179.14
588,350115.28
589,396963.16
590,70315.65
591,65615.914
592,1097491.5
593,1613858.4
594,440569.75
595,478325.72
596,798693.0
597,1509830.6
598,807794.0
599,60033.535
600,973163.3
601,701459.2
602,137570.14
603,482320.06
604,276900.6
605,90178.91
606,86669.82
607,89288.625
608,747653.5
609,100232.664
610,185107.28
611,62532.824
612,210412.92
613,132610.73
614,72359.06
615,903703.06
616,2008028.1
617,75032.89
618,318916.97
619,382372.9
620,389853.03
621,255374.4
622,1363157.4
623,92819.61
624,249306.9
625,586381.94
626,134335.33
627,278646.47
628,99769.37
629,664260.4
630,689276.94
631,68393.38
632,1289574.9
633,467957.66
634,288449.47
635,514754.22
636,524746.9
637,413920.9
638,381318.72
639,1388798.6
640,578244.25
641,160558.47
642,62795.668
643,232861.8
644,283816.6
645,491201.66
646,1305422.6
647,187006.03
648,485605.16
649,263593.7
650,1218766.6
651,73937.22
652,1284884.6
653,937747.56
654,157226.78
655,339534.3
656,241734.84
657,113087.84
658,294189.9
659,1909344.1
660,423504.4
661,498929.25
662,53849.895
663,485523.16
664,237993.47
665,469324.47
666,286930.84
667,335065.47
668,633381.9
669,69142.91
670,386758.16
671,511285.25
672,317456.03
673,69887.53
674,141212.4
675,626665.0
676,327891.78
677,1624540.4
678,567474.56
679,535210.5
680,64706.98
681,79091.94
682,638564.44
683,331137.9
684,715023.6
685,587763.8
686,103200.65
687,67955.05
688,161358.31
689,927210.25
690,331763.97
691,561681.06
692,156913.77
693,369179.34
694,1811565.2
695,510996.84
696,516897.22
697,69177.86
698,1538787.2
699,567358.06
700,305282.22
701,437815.97
702,545791.3
703,306021.03
704,458107.06
705,157748.56
706,623228.0
707,319359.34
708,401370.4
709,118850.8
710,672058.25
711,348632.4
712,773600.4
713,99955.37
714,317501.56
715,309070.78
716,151623.19
717,60061.953
718,860166.9
719,258365.72
720,491409.9
721,768142.06
722,668344.75
723,622327.2
724,1513385.9
725,830812.3
726,456214.12
727,660677.1
728,397410.78
729,312424.9
730,684922.25
731,369280.97
732,127894.43
733,308383.97
734,60240.01
735,728812.4
736,409451.78
737,2084181.9
738,85711.3
739,251379.23
740,93328.984
741,1194137.1
742,473573.94
743,106062.484
744,692882.9
745,55589.83
746,576517.5
747,239662.9
748,803547.3
749,545027.6
750,192569.16
751,69007.67
752,63220.137
753,704693.8
754,639301.4
755,67382.69
756,336560.47
757,1024115.94
758,335572.03
759,301920.4
760,392197.97
761,173270.4
762,103559.336
763,88809.95
764,1855140.5
765,93557.26
766,322739.44
767,384075.22
768,1100533.0
769,372388.97
770,1900980.4
771,433259.28
772,1360157.6
773,541575.9
774,622775.7
775,80352.77
776,543310.75
777,409629.16
778,1997086.9
779,289402.22
780,516218.56
781,113410.46
782,537005.0
783,63302.152
784,347856.9
785,110619.586
786,340731.47
787,498002.0
788,56420.457
789,313765.97
790,793082.4
791,496813.9
792,1611684.8
793,93983.8
794,191210.66
795,469733.72
796,619262.9
797,450620.6
798,94297.83
799,762137.25
800,481762.44
801,268282.6
802,105033.08
803,110950.1
804,1036840.9
805,633321.94
806,1825447.4
807,345903.28
808,85509.92
809,331156.62
810,502086.78
811,415548.5
812,84522.74
813,99335.336
814,346748.16
815,100942.59
816,393720.06
817,334996.47
818,78676.195
819,186285.97
820,339256.16
821,638264.25
822,356254.97
823,1831169.2
824,98607.35
825,639267.0
826,670477.9
827,439992.53
828,997066.5
829,140623.42
830,99561.03
831,350253.72
832,216075.5
833,492517.1
834,302018.38
835,766619.9
836,813587.0
837,83312.74
838,2008558.4
839,168637.72
840,347983.6
841,323045.9
842,94100.47
843,514870.66
844,1900135.1
845,370545.9
846,60910.855
847,399919.72
848,78096.84
849,128879.47
850,254051.03
851,388745.34
852,76422.125
853,369182.62
854,971943.94
855,359151.47
856,291511.1
857,256474.95
858,471674.6
859,359173.0
860,159865.78
861,105553.695
862,739251.5
863,111626.93
864,73200.61
865,635786.3
866,194463.4
867,186679.22
868,71625.03
869,241074.03
870,452832.62
871,202768.94
872,868344.4
873,1685790.9
874,1321959.1
875,64254.12
876,197590.36
877,211036.4
878,391443.66
879,112844.34
880,1188242.9
881,121818.27
882,1040873.6
883,1208176.6
884,42466.027
885,802917.5
886,1012370.6
887,1550375.9
888,97012.5
889,99281.695
890,1574968.2
891,377388.06
892,110927.28
893,525675.25
894,490064.72
895,1506036.0
896,105727.7
897,93380.58
898,339248.62
899,63241.86
900,1242934.1
901,1556042.0
902,391872.88
903,871373.6
904,498203.4
905,480106.97
906,156962.69
907,125096.84
908,66532.03
909,324787.78
910,1549458.8
911,93518.05
912,67154.72
913,444469.72
914,388935.22
915,243124.88
916,86310.36
917,291252.16
918,64821.957
919,77791.45
920,577223.8
921,447445.56
922,220221.0
923,67170.47
924,797877.9
925,396770.7
926,673750.0
927,541898.6
928,940369.6
929,602782.6
930,666492.9
931,99800.8
932,461325.8
933,73787.5
934,183601.1
935,87272.31
936,367246.4
937,81227.61
938,245217.14
939,687451.7
940,265187.03
941,589174.5
942,508986.38
943,1812427.1
944,110609.086
945,499150.28
946,67456.484
947,463671.84
948,319979.16
949,582729.3
950,345208.72
951,1241118.4
952,262050.05
953,225285.4
954,113342.94
955,675696.7
956,513897.16
957,74690.61
958,1552015.5
959,204043.12
960,232805.36
961,384580.84
962,71234.17
963,545394.4
964,154247.66
965,125845.53
966,651225.6
967,276390.9
968,141570.56
969,671433.0
970,547374.8
971,860443.7
972,340283.16
973,1758485.5
974,1041518.6
975,435713.88
976,158084.19
977,501461.28
978,504551.12
979,180545.7
980,60762.387
981,66424.59
982,953804.75
983,1341153.1
984,473485.44
985,451794.72
986,184882.19
987,194957.47
988,320925.47
989,219040.53
990,479087.06
991,143283.8
992,72693.3
993,1720117.8
994,693077.4
995,386215.06
996,292110.9
997,1874046.4
998,539081.8
999,454903.1
1000,87402.305
1001,131289.78
1002,360287.34
1003,64375.03
1004,83192.375
1005,330154.1
1006,1023521.06
1007,52862.95
1008,762626.75
1009,355255.0
1010,63009.82
1011,308524.22
1012,453857.0
1013,164851.9
1014,429056.66
1015,550947.56
1016,307267.8
1017,504234.7
1018,433404.6
1019,620984.9
1020,1600698.0
1021,895608.75
1022,135142.81
1023,600879.2
1024,678861.75
1025,98655.2
1026,285868.44
1027,145879.38
1028,70364.03
1029,556224.3
1030,844255.9
1031,606494.75
1032,88131.62
1033,267283.66
1034,1449747.4
1035,53537.227
1036,353469.84
1037,388328.9
1038,619940.5
1039,299670.1
1040,239518.14
1041,597785.7
1042,102731.88
1043,399194.5
1044,195412.53
1045,346762.03
1046,67018.76
1047,342092.56
1048,670409.6
1049,557726.75
1050,324697.1
1051,580780.25
1052,643975.56
1053,444573.0
1054,806694.9
1055,112618.38
1056,384189.84
1057,260310.75
1058,193883.58
1059,63968.824
1060,88470.95
1061,62991.24
1062,65308.016
1063,1303078.6
1064,562856.4
1065,382872.06
1066,436698.28
1067,90914.44
1068,70302.27
1069,334606.53
1070,551280.5
1071,350254.97
1072,650941.0
1073,106689.5
1074,310761.03
1075,292489.9
1076,421810.4
1077,104415.39
1078,237849.83
1079,69878.86
1080,274204.66
1081,286314.25
1082,281997.47
1083,149971.48
1084,249076.84
1085,563879.75
1086,180948.44
1087,710668.75
1088,241264.44
1089,576835.25
1090,1817005.2
1091,1735556.8
1092,1327547.5
1093,564774.44
1094,559251.9
1095,107485.81
1096,628439.9
1097,472560.22
1098,679297.5
1099,99548.13
1100,2257707.8
1101,1676058.8
1102,156753.94
1103,379802.34
1104,118537.5
1105,569410.25
1106,1879617.1
1107,224123.25
1108,810304.9
1109,414625.0
1110,661175.5
1111,73444.41
1112,64270.355
1113,419477.2
1114,680515.75
1115,673143.0
1116,592192.6
1117,1104580.1
1118,73221.67
1119,475724.1
1120,510921.44
1121,444373.47
1122,776889.7
1123,98358.0
1124,1664660.4
1125,312525.0
1126,77843.81
1127,60206.23
1128,316022.28
1129,1361268.4
1130,482774.4
1131,146875.05
1132,95225.62
1133,597262.9
1134,62809.754
1135,849071.5
1136,758394.75
1137,782585.25
1138,983868.56
1139,368598.28
1140,94205.06
1141,154445.19
1142,186307.22
1143,532025.06
1144,230040.9
1145,1223053.4
1146,814284.8
1147,1212278.1
1148,1032749.5
1149,343032.0
1150,664141.1
1151,506099.47
1152,95691.75
1153,558906.7
1154,91218.266
1155,297797.72
1156,528745.9
1157,115538.2
1158,712260.75
1159,954402.9
1160,728389.44
1161,1225251.6
1162,369539.28
1163,446322.5
1164,292990.6
1165,77490.91
1166,67778.89
1167,349824.62
1168,252503.06
1169,85633.71
1170,247071.3
1171,482327.12
1172,57927.145
1173,604670.1
1174,87133.01
1175,83221.164
1176,94943.5
1177,130592.91
1178,532900.6
1179,439434.6
1180,398911.3
1181,65069.332
1182,77164.47
1183,436755.88
1184,593765.5
1185,82874.26
1186,73543.125
1187,425038.34
1188,711664.4
1189,98264.29
1190,78344.67
1191,658273.25
1192,279488.97
1193,65991.23
1194,966769.56
1195,574575.75
1196,61875.223
1197,368471.0
1198,339437.84
1199,425663.66
1200,1666501.6
1201,191090.25
1202,569946.75
1203,123876.61
1204,122882.484
1205,192835.56
1206,550777.6
1207,492414.8
1208,94967.77
1209,667943.1
1210,75559.29
1211,207906.97
1212,765544.44
1213,1962035.9
1214,674283.75
1215,59374.176
1216,100237.016
1217,329487.97
1218,110393.32
1219,572673.2
1220,664692.56
1221,564121.4
1222,130084.58
1223,443934.44
1224,1774919.6
1225,212387.58
1226,1383748.1
1227,401229.28
1228,372889.6
1229,200509.06
1230,184221.12
1231,92651.086
1232,589849.7
1233,86004.43
1234,91457.44
1235,738003.0
1236,389266.9
1237,100484.78
1238,88215.63
1239,151566.98
1240,68736.086
1241,336413.7
1242,152408.88
1243,1496254.5
1244,138211.1
1245,1018683.44
1246,170199.97
1247,163055.4
1248,419553.4
1249,115988.125
1250,502250.2
1251,96966.625
1252,106270.57
1253,576831.94
1254,60295.965
1255,75704.58
1256,314015.94
1257,375606.4
1258,302378.0
1259,611938.5
1260,602758.25
1261,153595.19
1262,196823.1
1263,858467.9
1264,115448.336
1265,639148.0
1266,74753.19
1267,402626.9
1268,820092.0
1269,2005704.8
1270,340827.25
1271,242760.12
1272,849227.6
1273,403082.6
1274,399573.5
1275,326220.75
1276,85847.875
1277,76931.29
1278,81363.87
1279,1318712.4
1280,366579.12
1281,660948.94
1282,796432.44
1283,826704.75
1284,466887.84
1285,50593.57
1286,116789.72
1287,1321033.0
1288,580588.9
1289,1819460.6
1290,1017663.6
1291,129547.195
1292,338685.4
1293,75464.234
1294,1189684.9
1295,851435.3
1296,542622.75
1297,223361.27
1298,236495.84
1299,359369.28
1300,98328.664
1301,122447.45
1302,319810.4
1303,844434.06
1304,132930.5
1305,534892.25
1306,116351.7
1307,1496469.6
1308,973896.1
1309,379671.28
1310,588431.4
1311,193668.12
1312,436575.84
1313,630726.56
1314,70791.336
1315,94156.64
1316,72815.49
1317,452543.4
1318,268175.28
1319,326525.44
1320,293045.0
1321,116262.54
1322,95120.06
1323,614210.94
1324,615838.9
1325,143704.81
1326,664826.6
1327,67673.625
1328,83866.37
1329,77984.8
1330,228444.12
1331,487775.72
1332,137096.12
1333,324544.47
1334,83297.0
1335,377547.8
1336,485615.97
1337,370817.53
1338,56885.816
1339,2065277.1
1340,441779.5
1341,70609.234
1342,949671.94
1343,1537542.6
1344,119835.0
1345,132323.78
1346,158576.14
1347,420800.38
1348,70952.66
1349,368177.44
1350,353741.72
1351,416544.66
1352,105465.86
1353,82252.766
1354,646540.25
1355,135061.19
1356,570260.06
1357,757968.94
1358,491434.5
1359,401151.7
1360,436262.72
1361,2135062.2
1362,327954.22
1363,263944.38
1364,1673781.1
1365,253170.61
1366,449319.66
1367,39958.31
1368,298467.38
1369,767243.75
1370,56025.332
1371,1812715.4
1372,233807.03
1373,569727.4
1374,76288.76
1375,118386.72
1376,349346.1
1377,232033.92
1378,100097.91
1379,102956.78
1380,321389.28
1381,616721.75
1382,605277.0
1383,1004640.56
1384,1581333.8
1385,220525.25
1386,94178.04
1387,269822.1
1388,252935.92
1389,76358.28
1390,939409.56
1391,318375.2
1392,230403.25
1393,389118.9
1394,73911.016
1395,389768.56
1396,70941.69
1397,356284.44
1398,570847.75
1399,1736921.6
1400,1204518.5
1401,851489.94
1402,1577484.9
1403,323577.84
1404,190632.78
1405,67967.77
1406,712444.5
1407,495706.56
1408,381345.0
1409,587986.5
1410,146410.34
1411,556594.5
1412,395570.2
1413,1928461.9
1414,65551.47
1415,1695180.5
1416,1182458.4
1417,174241.1
1418,62779.004
1419,585405.2
1420,98486.57
1421,218651.33
1422,123462.33
1423,605820.9
1424,87789.22
1425,600347.7
1426,841628.44
1427,102754.56
1428,99051.39
1429,574557.6
1430,632293.75
1431,571804.0
1432,444632.66
1433,118659.016
1434,1063018.6
1435,394026.28
1436,70576.65
1437,148561.72
1438,86446.71
1439,626314.3
1440,394779.53
1441,101709.74
1442,405818.16
1443,543069.0
1444,87395.69
1445,674922.75
1446,185671.98
1447,376988.78
1448,67106.18
1449,220999.88
1450,493734.06
1451,788948.9
1452,168717.22
1453,117091.484
1454,538766.94
1455,511189.72
1456,2054375.1
1457,252424.3
1458,603072.44
1459,49668.516
1460,376545.25
1461,446241.78
1462,619791.25
1463,1030886.2
1464,78538.87
1465,770922.9
1466,804714.5
1467,118861.7
1468,394858.2
1469,63179.504
1470,294057.1
1471,336404.22
1472,96896.67
1473,453511.72
1474,498212.0
1475,77949.516
1476,1918846.4
1477,88348.09
1478,210139.08
1479,112378.516
1480,589898.0
1481,1137506.4
1482,401282.53
1483,110900.19
1484,372880.4
1485,487142.94
1486,364593.88
1487,346641.22
1488,352630.9
1489,91897.016
1490,108091.984
1491,487194.1
1492,238975.84
1493,210789.39
1494,259085.67
1495,161363.83
1496,435991.1
1497,204862.56
1498,776120.3
1499,104495.98
1500,80257.43
1501,730907.25
1502,782979.4
1503,101402.87
1504,684461.25
1505,239724.08
1506,423805.9
1507,54217.38
1508,1252395.4
1509,343797.34
1510,116353.89
1511,563593.3
1512,158895.44
1513,815133.7
1514,918286.0
1515,385504.06
1516,541020.9
1517,322872.56
1518,546398.7
1519,54101.05
1520,376168.9
1521,386195.38
1522,1008419.06
1523,483236.9
1524,526985.4
1525,59949.145
1526,636106.1
1527,127158.266
1528,65307.465
1529,126839.35
1530,433205.47
1531,196135.1
1532,359886.34
1533,115778.06
1534,555999.6
1535,481846.97
1536,60487.52
1537,311069.4
1538,94949.25
1539,357672.53
1540,133259.53
1541,381187.8
1542,436253.25
1543,189200.62
1544,442989.9
1545,136722.53
1546,122472.41
1547,630038.25
1548,223056.81
1549,1445655.1
1550,684828.94
1551,264936.66
1552,1987125100.0
1553,66506.64
1554,272581.28
1555,89071.805
1556,327795.97
1557,76207.72
1558,131428.73
1559,151135.06
1560,331872.28
1561,436233.66
1562,464578.4
1563,553925.9
1564,379975.66
1565,600016.0
1566,2249015.2
1567,371970.88
1568,312955.34
1569,91986.84
1570,715504.3
1571,460158.47
1572,319839.22
1573,116845.97
1574,361795.97
1575,150326.0
1576,83399.7
1577,79477.305
1578,277179.72
1579,567151.6
1580,325305.5
1581,416996.84
1582,107671.14
1583,587730.4
1584,541380.1
1585,410034.9
1586,113431.125
1587,96509.11
1588,109297.44
1589,93471.17
1590,255152.6
1591,505969.22
1592,1318014.4
1593,139795.94
1594,309070.7
1595,73546.914
1596,80827.87
1597,293900.28
1598,69970.77
1599,156499.81
1600,1331073.1
1601,93642.41
1602,167752.75
1603,695465.2
1604,1081930.9
1605,854740.75
1606,611507.6
1607,1978364.1
1608,101584.16
1609,493366.8
1610,133553.3
1611,112553.734
1612,462620.1
1613,102863.18
1614,284317.34
1615,81633.94
1616,453708.22
1617,697199.9
1618,98361.69
1619,82159.55
1620,1246852.4
1621,182275.8
1622,1298560.1
1623,178439.16
1624,65445.9
1625,1431109.1
1626,140806.94
1627,1558730.4
1628,135165.22
1629,435620.3
1630,571976.4
1631,198538.86
1632,1624079.2
1633,99742.516
1634,1581923.1
1635,435943.22
1636,314914.6
1637,335509.1
1638,227894.77
1639,75864.79
1640,360026.2
1641,85739.984
1642,364459.28
1643,419928.84
1644,348398.28
1645,350143.6
1646,98907.91
1647,300247.16
1648,397836.66
1649,483999.0
1650,210838.1
1651,57709.75
1652,606164.5
1653,465941.8
1654,106818.375
1655,307236.9
1656,1931492.2
1657,132631.83
1658,193110.88
1659,752460.4
1660,801582.7
1661,270428.9
1662,148629.86
1663,578944.75
1664,1760491.9
1665,71872.84
1666,1538107.9
1667,142729.23
1668,74610.22
1669,102897.59
1670,1094506.4
1671,229728.92
1672,76297.81
1673,92675.09
1674,1377104.2
1675,871383.2
1676,602083.44
1677,75945.67
1678,82197.92
1679,438809.78
1680,1142653.9
1681,1422840.4
1682,69099.14
1683,433868.78
1684,1443176.4
1685,211337.4
1686,63094.84
1687,1762139.1
1688,603941.56
1689,99028.58
1690,585838.06
1691,450093.03
1692,286258.47
1693,1232621.8
1694,149758.2
1695,91571.65
1696,624217.1
1697,347574.75
1698,127661.83
1699,89279.08
1700,903514.1
1701,237165.34
1702,1846466.5
1703,158950.53
1704,288981.8
1705,322666.6
1706,222878.75
1707,77596.9
1708,1433139.5
1709,263113.47
1710,461765.8
1711,327825.88
1712,119094.5
1713,476620.84
1714,128448.97
1715,163978.05
1716,144468.19
1717,1550450.4
1718,238910.42
1719,749844.5
1720,771318.5
1721,106417.58
1722,172929.22
1723,103575.78
1724,62656.29
1725,79559.39
1726,380497.53
1727,61384.105
1728,156852.19
1729,779825.75
1730,154983.95
1731,383701.8
1732,117860.914
1733,104727.42
1734,669602.9
1735,462645.1
1736,215274.47
1737,1738514.6
1738,141843.1
1739,249267.19
1740,91459.945
1741,240592.78
1742,368151.25
1743,382937.75
1744,373581.1
1745,215526.36
1746,346259.0
1747,391493.5
1748,115045.836
1749,68550.3
1750,260628.88
1751,1495513.9
1752,529811.1
1753,2189777.8
1754,70696.62
1755,598294.0
1756,717805.25
1757,658785.8
1758,66957.805
1759,1586696.2
1760,541800.0
1761,83676.33
1762,346160.47
1763,86746.83
1764,1647123.1
1765,1311786.4
1766,486144.47
1767,298468.47
1768,76351.164
1769,75500.016
1770,1150683.1
1771,231492.52
1772,416089.6
1773,678732.6
1774,67949.945
1775,526269.1
1776,1088659.6
1777,682214.56
1778,541934.3
1779,443828.3
1780,486521.03
1781,589690.5
1782,132630.81
1783,1608929.9
1784,935879.3
1785,426899.7
1786,163490.86
1787,67018.76
1788,1567439.4
1789,739406.25
1790,602349.4
1791,1845426.6
1792,555888.1
1793,1132336.4
1794,486048.2
1795,714503.6
1796,134360.3
1797,630373.0
1798,171223.6
1799,104492.42
1800,215331.23
1801,343740.84
1802,451126.16
1803,312568.66
1804,109419.08
1805,98761.2
1806,171218.1
1807,200490.06
1808,1342121.1
1809,636532.94
1810,470887.88
1811,549335.7
1812,1717178.4
1813,613384.06
1814,551885.9
1815,471713.25
1816,115821.586
1817,694952.56
1818,491567.88
1819,847182.1
1820,1505292.1
1821,376158.44
1822,349866.75
1823,1182432.0
1824,62585.715
1825,200919.3
1826,197180.06
1827,597577.75
1828,415960.44
1829,452134.66
1830,340112.28
1831,1937880.9
1832,2176339.8
1833,1873332.1
1834,435008.62
1835,347152.03
1836,273276.25
1837,1841537.6
1838,560245.06
1839,450656.6
1840,589979.4
1841,471349.4
1842,131541.25
1843,119097.43
1844,71380.66
1845,594025.25
1846,312077.88
