id,prediccion
203,24699.562840502127
204,1187020.0631341694
205,152630.50720290164
206,58827.814587129054
207,840253.1416394312
208,176657.7090002155
209,18566.543977484926
210,1504029.2410247119
211,1262846.5282258417
212,56819.73745792695
213,127589.4792578724
214,749799.6443333325
215,583822.5101554241
216,1079896.63003611
217,113978.49357937861
218,54517.39628852823
219,562968.544557258
220,1611067.0680138415
221,1228602.111632082
222,875406.260417813
223,67099.58153900645
224,409852.06761951506
225,37922.09198260706
226,382121.468464361
227,281915.5637029299
228,75089.46686781126
229,983719.9386310717
230,471386.6968627216
231,76287.65170627108
232,45132.30175538324
233,103670.29020878469
234,1167926.831109411
235,1179365.5654414834
236,566535.020938377
237,536264.284796507
238,-25186.743395636644
239,1242035.5782448484
240,29742.55467130798
241,92441.56168696095
242,1325373.6784897444
243,-234989.15637694017
244,353695.02804701007
245,70785.75081913822
246,262637.80812567647
247,1439235.9065420688
248,15343.591613018076
249,51276.24590266336
250,833493.1605224427
251,149739.00484457993
252,103287.33480076795
253,818107.4077935715
254,64244.45106089435
255,109653.37458372611
256,931286.02410469
257,1430181.1113625127
258,1260963.50135255
259,1522599.9041278388
260,95511.01838318148
261,683680.8923725766
262,671701.6790938205
263,183254.84305012284
264,1703804.069935175
265,58981.88323045908
266,1159622.649921225
267,473125.54728351533
268,111896.22345227256
269,806548.8383261496
270,79396.19392279221
271,40781.39341595859
272,133087.382438966
273,628050.9868618044
274,626770.6984023793
275,739809.5806558812
276,676083.1074461952
277,201453.26769566123
278,578604.3391102374
279,800224.4693199755
280,60879.69787854023
281,998591.4423009207
282,62557.125105249426
283,-18548.783047193738
284,1094047.1118701005
285,1107931.0045543944
286,62684.86096141305
287,59982.55028178273
288,69096.04834843625
289,162765.82947409956
290,1610385.5248519457
291,71113.2984449494
292,832585.807598492
293,533199.7111192478
294,199768.08579248097
295,604046.3440246455
296,80337.58208235966
297,379086.6307222312
298,1165290.672753562
299,900718.5722710859
300,45159.27649450042
301,828992.9987435058
302,1767288.0087309994
303,707459.7012940779
304,74684.45762371937
305,229295.98523203182
306,116047.43964626822
307,385568.10765018285
308,91715.96557741014
309,1300162.6588697473
310,559932.3520563307
311,1249833.998033836
312,1386855.3012973636
313,1364646.317244885
314,83594.92922840592
315,462119.871997522
316,765696.4195326794
317,254283.65308310496
318,51601.05907042868
319,410936.956021176
320,896992.4875838127
321,966612.2963957173
322,624337.5337977434
323,834878.8175013502
324,404414.3755366114
325,22326.133270108894
326,835858.7860822856
327,1868355.873014009
328,93732.04342169376
329,1726437.9669562916
330,943394.128497493
331,1080242.9902289056
332,76533.92463131351
333,509829.82440731215
334,1336590.384111634
335,946699.3257375327
336,69138.65393270331
337,617809.8123278618
338,106456.83462407172
339,155064.3871928355
340,735658.9670868638
341,107078.44234854172
342,173147.7835560076
343,94119.09496227521
344,35789.014263865974
345,59649.26799224782
346,1400725.9062346318
347,833011.8985566794
348,1558194.3546133237
349,49714.78095850106
350,-178566.74997584327
351,1342975.9292228385
352,2164724.1327921217
353,1597765.7284526231
354,31460.58654075832
355,1592537.8350748084
356,1268883.0551939222
357,1323447.9342841504
358,1152627.7886408365
359,64582.94553922142
360,551364.8790706913
361,186823.6088873384
362,1465763.2631622758
363,190258.59995741834
364,59214.06086072622
365,65881.14141061396
366,1370698.1489815863
367,282449.3051925182
368,215675.07599969866
369,756480.1696558438
370,1305187.2222463307
371,1276864.4840715898
372,1641403.6418651873
373,1599383.0382785413
374,849273.9563445635
375,78433.56387355045
376,530797.6539793324
377,156707.7255291287
378,1369499.7731786575
379,1246936.3235418163
380,331852.67615268496
381,874553.1314461482
382,923543.4565327694
383,146327.00486047284
384,438560.4216036445
385,555027.1999207074
386,375140.32280602615
387,204541.6039084172
388,1833219.8671245815
389,929181.5018955484
390,527406.9744527129
391,1222737.8557649741
392,792851.6699575775
393,78396.8054692334
394,443766.79216802964
395,96491.66579399662
396,1197767.0631660211
397,1310575.7511954042
398,32501.001299916585
399,-12002.612928568242
400,207561.6777755942
401,585452.1332854629
402,72137.05167636143
403,722208.2752048892
404,1380189.6196482452
405,975321.0463856721
406,1225219.2689806335
407,125597.288081098
408,1228391.5105489078
409,74137.65503394103
410,1505415.564420835
411,-160812.52065799574
412,11196.671354993261
413,-68985.11065497182
414,146044.06936958892
415,1035224.1518583202
416,1098690.3893631997
417,106964.4921011992
418,68839.354173913
419,873827.8552672742
420,1665941.6608900016
421,878192.8304533783
422,153048.1012712569
423,761207.9472464311
424,985838.459829934
425,1801127.4958134154
426,1185627.3973289502
427,65809.44322504193
428,1409481.7172705627
429,444092.15773555776
430,946516.3286567568
431,82956.08932857505
432,83380.95139003394
433,83256.07405272355
434,56487.864955260884
435,1719295.1521926292
436,71256.34539534213
437,79248.40578491033
438,281790.8179422969
439,1370193.6843998292
440,1180180.0448191392
441,67680.21433109602
442,1314788.1200189774
443,-133031.31926357074
444,430343.68950150267
445,130815.91494760729
446,160266.40454822933
447,955819.9305842698
448,918397.6725630385
449,30767.28621235085
450,1327901.815957361
451,43048.50944756315
452,99863.60685437384
453,860606.3280147443
454,1398276.0383789325
455,241116.5970657803
456,1230229.3299595544
457,75368.65052157488
458,960474.3328212866
459,1603630.9643296679
460,1031685.6044140912
461,103203.3855138163
462,1523582.643473716
463,1477554.5915013023
464,1199134.7167792283
465,1663132.3842292235
466,136864.6546144589
467,50851.3743952725
468,212589.3967528821
469,733737.091609408
470,619679.1219003177
471,1351150.420458371
472,80346.89558117409
473,292205.60457672365
474,385282.47246292105
475,54751.78844950036
476,260393.67107223772
477,50335.709501518424
478,1463059.571311586
479,129157.51327820869
480,65849.7474723815
481,81365.8321496384
482,1482237.889136599
483,1049849.9095704965
484,1269081.0949189395
485,90684.50425068269
486,346169.5285546602
487,840893.2149214149
488,794426.9588130147
489,516880.82690086175
490,28643.675530785127
491,1310170.59075606
492,68898.64705617409
493,82560.97295126178
494,43110.63693892406
495,1409407.6562729764
496,1105950.8878469742
497,333029.24560127413
498,1405481.3490468913
499,1558993.6227078433
500,-9434.621468200869
501,1708115.7123009649
502,88107.9772918884
503,1053397.3826173819
504,66866.12928975048
505,101148.2501791647
506,761054.5483771438
507,84895.7824822985
508,828373.9910994597
509,1271139.9777323871
510,-17287.207518329007
511,1279481.1716193277
512,96806.19270461815
513,163858.76472807527
514,740610.1743109488
515,904706.2764181789
516,1389898.5096673728
517,144666.87009285574
518,37991.369909614725
519,101900.53697678045
520,844096.8499436553
521,394803.14906847395
522,117475.85611839179
523,-179640.28030540902
524,609481.353325646
525,66298.53163087794
526,81622.81200934915
527,1590888.7956000115
528,1481476.435527993
529,925483.3471681908
530,1084597.8499881832
531,70779.92177546899
532,184035.61994490775
533,1333907.9714153223
534,988404.1062624574
535,135986.11617675205
536,1279471.0135540192
537,471543.56552382663
538,53984.81771065094
539,102369.73235534418
540,65745.65371525612
541,254558.29577066252
542,1100947.1067681792
543,1471085.8930553028
544,1007056.2520037045
545,385141.1585878303
546,1159683.623164622
547,61432.350883117295
548,1264295.3876990497
549,128287.14675003804
550,1722703.57654257
551,711947.1958160145
552,459956.3034345348
553,291034.29519989144
554,56243.647200945205
555,787555.1828568546
556,423845.7757250748
557,53278.613022461854
558,825051.1678327364
559,1418747.0334027775
560,1124761.7278512071
561,57900.652495389055
562,825630.5963429373
563,161967.6898069196
564,1028967.4871516464
565,15266.931759098581
566,829511.6670519696
567,1161.9097417636233
568,1165587.4731400902
569,1084638.8750560947
570,931108.4365717147
571,66751.19550464064
572,1096557.9399217374
573,860225.7630115901
574,1244195.936634516
575,91714.23585072655
576,395388.3237136741
577,34451.49956963472
578,61790.88645211297
579,1007.2561326304339
580,480090.2868209424
581,99301.77128558882
582,59520.18337422895
583,773753.3064993117
584,1231811.110912792
585,925462.4282875964
586,61285.99380626331
587,33206.02065582382
588,370948.74460142106
589,47239.65826573148
590,700122.9396017719
591,14966.05700173404
592,1220118.9221660355
593,1490267.191638922
594,266474.44580675696
595,1015077.5222594388
596,1391331.1593261082
597,1301133.8732344739
598,1295377.5077206884
599,441128.6737290115
600,802137.4117461775
601,982049.4363266791
602,147810.7170022777
603,621836.03645181
604,358132.8065684973
605,46783.74158555156
606,82907.1288004016
607,77031.62941012235
608,624919.1655834194
609,707746.9570958541
610,235217.60879402276
611,397326.42633945815
612,905631.7063169972
613,141592.81499029938
614,59212.60967420188
615,50949.55819199657
616,1415965.2078353036
617,58300.49270709851
618,1362298.8569302289
619,1376432.6771492732
620,436514.6311074844
621,536421.7186706598
622,1464275.359826702
623,103081.35759114746
624,51540.82390342658
625,163061.41116077075
626,162997.31176470005
627,915295.7822885432
628,320117.3596548477
629,96132.89064844733
630,1403371.2390115832
631,79669.56943142868
632,933134.8334937743
633,408605.7609789702
634,532127.4803052461
635,1131121.65541069
636,861152.388542472
637,105389.97822083448
638,850328.2867765515
639,1148527.6488276168
640,572469.2162197323
641,73621.96891009776
642,64230.88234564645
643,1031738.9724360002
644,589174.7322927774
645,685583.677103155
646,1389291.1486288258
647,437441.4359723154
648,80148.200848558
649,664373.7965230288
650,877377.8923832848
651,6819.581218557424
652,958675.1900395224
653,1352239.5494550706
654,569576.2398566996
655,1226101.0891916957
656,257289.36966749982
657,90808.6833176259
658,126023.88982659628
659,1389983.566635502
660,202684.80435356515
661,789139.6862271007
662,63700.41003619332
663,931958.2246087918
664,204210.4523198577
665,1307741.6639639076
666,-41666.73190844003
667,910506.1728766782
668,866689.8962372284
669,58035.877713139846
670,972562.2948226704
671,469269.24918264925
672,686780.3404686594
673,180919.3434437307
674,136108.1878205391
675,1145625.1514071173
676,962259.7799539705
677,1432915.8368862793
678,1137446.597437812
679,872307.9449372478
680,61199.29517001078
681,32513.925881155614
682,1192233.0237521164
683,838738.0148623255
684,563025.3406179755
685,582804.5833680575
686,1151411.4076202684
687,92164.9650010014
688,132424.56967195106
689,2079502.4236793271
690,809198.3547124532
691,41868.440594445245
692,37739.00226094139
693,1105360.6822645473
694,1519051.1010294699
695,1338305.9994633386
696,488968.6294009659
697,80718.64892718283
698,1533133.377777848
699,1574889.331506251
700,1328194.1563570693
701,78912.44947555619
702,734569.762175461
703,1333867.3270579334
704,550646.629247113
705,1146458.5938723364
706,609882.5808770976
707,348928.32312569825
708,677511.570530621
709,308184.73589034885
710,1132383.9498558454
711,398240.9269965123
712,66710.80630366085
713,609804.7070920938
714,1287663.506371086
715,845006.5908842634
716,220880.69519408428
717,76694.36509695232
718,39545.93828484319
719,1540055.9543894848
720,1157973.8948349697
721,294811.67712708603
722,667773.491361655
723,217222.76490290207
724,1590263.677063935
725,-126473.59064554833
726,285942.066586354
727,718445.1235669425
728,27776.22505789384
729,13820.909487476089
730,935539.6459508111
731,1291203.9040277067
732,101954.36032967365
733,1279697.1956847205
734,39484.111074618035
735,1559547.4209265935
736,1075327.910580191
737,1213122.651780694
738,70694.75730252365
739,65987.64183302021
740,176139.67577745224
741,1455734.5706496192
742,960388.3710864341
743,416496.435044515
744,889279.6392329646
745,58011.42637592093
746,39254.73357148169
747,1478676.3044449883
748,1091031.8500754354
749,47095.82589115547
750,404976.5474638255
751,83708.6840442277
752,54897.552447998074
753,1344141.8026754234
754,1356497.3691158781
755,65377.31122962112
756,811972.5769596082
757,1222414.4831576543
758,341637.7961321071
759,653962.7810507566
760,844358.0907226601
761,1174643.422159933
762,-69299.34611489561
763,146515.92174733416
764,1690667.2758839794
765,877209.3881720952
766,120641.37551813315
767,1186411.2642355263
768,1192939.2963039007
769,1318935.3551913504
770,1140243.1392150864
771,475845.4706230647
772,1050974.2988164097
773,896523.0315728706
774,819044.6485351041
775,78098.20837939599
776,843465.7811279203
777,1917.2914746526444
778,1347282.689983605
779,1649773.4153714073
780,527633.4983936037
781,195709.3210806479
782,548634.7540906299
783,40795.21187659796
784,661628.1473929595
785,57221.95610011004
786,68057.31328071421
787,1322247.8112155073
788,-13956.093718174092
789,1276076.9950092288
790,548077.8022371655
791,1045341.0005825437
792,1358112.115898878
793,84221.91615180635
794,132822.44551180318
795,332428.10323082405
796,231058.81580723997
797,203276.37177994047
798,918717.5033020908
799,1603274.8746105302
800,471513.047342224
801,1350151.2525554101
802,32798.08049916803
803,100967.09396636012
804,550838.137164073
805,1283968.878436816
806,928001.8429350192
807,811307.3177731062
808,65021.82216414949
809,60907.64585197964
810,690771.4541550498
811,867433.2517600724
812,65709.92920811528
813,71591.97674264303
814,-18647.32408039821
815,430459.10030200216
816,118262.24230711846
817,631171.1339040895
818,58889.82689773939
819,5011.303981328514
820,379186.5888623273
821,987042.1387297902
822,360033.5953151243
823,1361528.4514461828
824,136301.23944829078
825,1116379.1286227356
826,901207.5774462296
827,69951.63943668375
828,1230759.34177458
829,64042.862116427495
830,801889.0329856382
831,952788.8392051535
832,975414.0750636889
833,-152093.39270641122
834,1780518.167486198
835,166906.31140798118
836,1691401.9764531779
837,70339.81696269521
838,1076221.2485851273
839,124601.16918009185
840,1402284.509008898
841,89098.49652793667
842,63143.75329119796
843,159953.8983253383
844,1618676.9480079324
845,525140.3403838543
846,776872.7128496208
847,1098820.1046773156
848,61664.126574227805
849,174464.22070694427
850,889916.6093647388
851,1106158.8610920163
852,44177.504851925405
853,1391736.0948448179
854,692779.9844012392
855,787157.6032992372
856,246665.31873901328
857,272076.64776729373
858,1424866.3877758721
859,45520.78296015986
860,760750.2404127055
861,89239.6386657213
862,1101426.1133758368
863,998765.5512295701
864,911692.3102187122
865,1304633.4276069512
866,-46372.565342849026
867,215374.11627001243
868,914332.4174942678
869,1121180.43526785
870,738088.300865759
871,970233.025883077
872,1396841.333554732
873,1647132.2632226676
874,719950.1990631608
875,115103.27705943344
876,322900.58382011444
877,157031.86482843815
878,1013094.0676263724
879,109143.10997333736
880,172605.23849675606
881,206893.22275016428
882,1195815.6056584942
883,1648285.3595841026
884,566331.6850953393
885,1618895.0041175736
886,1450031.4795495726
887,615186.9043124546
888,327158.337361503
889,793719.7824192102
890,1407401.546988091
891,154203.21532410273
892,615726.6872210364
893,562627.275951704
894,1403044.8606710823
895,1048344.8416778803
896,65142.935882133126
897,98331.93858349125
898,990911.7121644019
899,624704.5419844195
900,973889.821502726
901,1722161.7253204202
902,85325.58734428269
903,939677.1617810137
904,213426.41360773772
905,112065.63606320853
906,773437.7106462687
907,423530.80486436933
908,-137523.57080564773
909,764318.1922567763
910,1367481.8506983656
911,41687.05022509101
912,86416.5825537903
913,685535.5882388313
914,820028.4503257826
915,533280.9650318484
916,71181.97272690869
917,2438.243677563359
918,55393.63639987409
919,72403.34202763479
920,352742.16498613945
921,1154748.6289574935
922,638331.5327712222
923,684415.5104913403
924,1034971.079338644
925,1343643.7069626166
926,166801.6745360515
927,1086590.2780808469
928,1160231.1080226474
929,1576155.0510602454
930,1209825.2054128668
931,51093.07643623828
932,719838.0268477084
933,542916.568002871
934,474462.9974438843
935,98475.01112057567
936,-295082.1347471386
937,74627.21010412896
938,17821.95871419711
939,1442224.8704297126
940,788697.7284228489
941,804510.782822714
942,1856300.3625395582
943,1539958.0407169252
944,1060569.882372655
945,888893.6522774019
946,87475.53466242382
947,1227389.0554147197
948,580396.5236925638
949,66517.31666726137
950,70255.06439675286
951,1437171.948632369
952,575028.3589024817
953,628153.3546102869
954,86504.93297839789
955,1038630.7963274746
956,587593.4501130029
957,106048.07127100407
958,1387298.5957299543
959,204539.7991232783
960,158780.2494679717
961,1250741.3382905638
962,71621.77843491265
963,1379586.0860377538
964,69870.177153052
965,618340.1233351369
966,481516.46791930293
967,156503.95401526062
968,126118.67816183552
969,1268320.3819521249
970,86594.22494486214
971,1083690.372675853
972,105322.9140026381
973,1517944.6330968817
974,1496366.1545490515
975,322183.21848659526
976,1362873.3382337198
977,754731.4674464465
978,806776.0404022061
979,1049621.0296267422
980,69232.86616010999
981,517570.0995912498
982,924208.2584085467
983,1433493.831853006
984,1960260.4853778398
985,870537.7714039185
986,973831.2747356432
987,385982.64987449296
988,333947.44913722173
989,1859937.962891611
990,540877.2673560951
991,257299.22765350982
992,83494.0918054384
993,1037638.3945707415
994,825606.3363880779
995,15608.708014676879
996,1632445.7353470214
997,1491531.4797511734
998,1455061.739505401
999,1128809.2071507797
1000,229389.38296339734
1001,14527.565846152154
1002,833413.4997709409
1003,29729.062545095643
1004,80788.49956637643
1005,778000.7803164615
1006,1770333.5808990386
1007,54063.87717984976
1008,573011.4202547598
1009,798444.3677169946
1010,122963.6209453121
1011,638791.6497677538
1012,888565.5227542319
1013,1660445.8223573528
1014,443678.65064511384
1015,1182454.0888681777
1016,16102.121169983344
1017,414210.8904358096
1018,525369.2985488763
1019,198552.95128177712
1020,1400157.7137378769
1021,1618230.1438973178
1022,75381.95682202607
1023,475371.4060294158
1024,165413.09654185822
1025,97477.92007118241
1026,162570.12806379836
1027,699741.1316158097
1028,65065.943449172155
1029,100581.48450265721
1030,944752.8629174269
1031,527747.4145236152
1032,65831.15453510557
1033,62107.7071133403
1034,1125068.2232807851
1035,52775.864174494774
1036,1201944.00530899
1037,375218.8431356249
1038,845621.514453012
1039,-33202.979880255974
1040,1739748.4232621563
1041,1272461.933662494
1042,64371.62996247135
1043,1524778.769192195
1044,241231.41209636576
1045,14145.680038892024
1046,391793.67058894
1047,54582.39499626832
1048,945145.7488686193
1049,1411708.7706893487
1050,667926.6632249467
1051,256705.60143567823
1052,118028.01471674016
1053,2948.899069008537
1054,133596.4869765986
1055,39479.60428436528
1056,166517.69311448408
1057,122118.65891818199
1058,406219.46167328826
1059,210021.33831286497
1060,135342.34456276384
1061,64833.910883902565
1062,40139.72859933664
1063,1478467.9364121596
1064,1293530.4246943612
1065,394715.564875631
1066,782638.942400236
1067,383078.2263898216
1068,561482.4335353255
1069,825646.5047375786
1070,1113765.3562917658
1071,972505.8182327892
1072,625691.9564057376
1073,110632.9279817806
1074,1331387.9807414343
1075,66861.31716549421
1076,720879.3150117905
1077,79794.98263558614
1078,575352.535796057
1079,59260.46538864519
1080,1094769.582636553
1081,1606026.7606698184
1082,836920.4662386779
1083,191695.8194449359
1084,1136979.5721082957
1085,1082473.9220042292
1086,211531.57966005255
1087,293318.8313318078
1088,540073.748922388
1089,634019.433299076
1090,1380806.7410428477
1091,1426049.4863350887
1092,1429542.3396077708
1093,824286.0905312371
1094,1522922.4399332632
1095,140401.2306334224
1096,392725.2970098194
1097,579118.5565996064
1098,419551.4803442191
1099,109880.26065572507
1100,1187699.0562722532
1101,1605619.051250413
1102,146345.48566496995
1103,1424363.7540146678
1104,97450.55248334444
1105,1443138.2411465584
1106,1234525.8020507197
1107,224598.40548052106
1108,1282766.7841725058
1109,182984.86885916602
1110,717918.2064867052
1111,1228437.5075740695
1112,43746.02141743322
1113,201083.18471001508
1114,117315.6393266324
1115,-210440.13141197755
1116,525194.6422051142
1117,1057432.2796867315
1118,1132113.4822567853
1119,119165.78425600324
1120,1477528.7086972916
1121,795001.1230359888
1122,920696.8926917935
1123,73974.43407767153
1124,929456.7891858447
1125,1103578.6341434414
1126,462202.3423888173
1127,77326.48728121858
1128,153045.54635321867
1129,1124098.0227683608
1130,79885.28237125043
1131,85034.44735621398
1132,255362.31796900078
1133,324064.07427119033
1134,39737.42069547696
1135,1126549.174148442
1136,1439936.0625109575
1137,597205.664067328
1138,941583.5874451161
1139,68997.16079444339
1140,1673689.0485991866
1141,48939.263366910425
1142,53547.982253041955
1143,772712.8351983677
1144,1820.9408190120057
1145,1239924.11962235
1146,738985.0282396931
1147,1331342.5341744444
1148,1685594.217436895
1149,-10386.581866639171
1150,83111.01632311997
1151,-16402.711379819833
1152,76398.29127515199
1153,1327222.95256945
1154,120335.22714865177
1155,167871.58852228342
1156,1433361.058383842
1157,81157.68563072191
1158,521869.743867496
1159,803952.8448197192
1160,505777.7043011806
1161,1328749.0451172825
1162,1487011.641370106
1163,1376895.948269664
1164,62683.51245085362
1165,49393.7589291882
1166,61263.8319722072
1167,652964.9441501207
1168,1637381.5919636306
1169,936003.9657589399
1170,968540.4119815929
1171,1322317.2814934715
1172,52597.405706652244
1173,325847.78621950635
1174,126632.31313205235
1175,78263.13937447831
1176,107834.20242030585
1177,138461.69522346364
1178,141595.2483854899
1179,1547741.363792636
1180,1068043.9914567384
1181,744955.5846972796
1182,300752.3572030929
1183,1469673.4433339508
1184,606321.1294413871
1185,382487.46168250614
1186,322899.60588322306
1187,1385215.0468397553
1188,909687.1187576263
1189,72834.02345204237
1190,64628.07157192408
1191,1013755.4584780656
1192,1638108.4601448982
1193,42353.915212108106
1194,745329.8159095945
1195,1294094.8429583206
1196,57702.900396609904
1197,1622892.3631650375
1198,205330.7271999865
1199,1357995.1530585755
1200,1402683.5489232682
1201,16928.173328442896
1202,1004232.4260616224
1203,84007.08599841432
1204,126530.5783152027
1205,517205.69435670634
1206,1236709.8005471146
1207,690989.1374735126
1208,80102.75238676113
1209,1413825.6875246824
1210,54509.85777220276
1211,783668.3315060555
1212,173993.4037794039
1213,1622914.1511865677
1214,756430.3296038214
1215,25475.338626230976
1216,42676.861693862236
1217,37730.06559687752
1218,91754.35153816568
1219,1134570.7877871047
1220,1454433.2257555688
1221,125356.34986747208
1222,219871.42977509327
1223,543202.922331889
1224,1539517.125897683
1225,1872787.4182068189
1226,1482237.782463638
1227,1430793.5919530992
1228,1689583.8737962453
1229,144022.3548162601
1230,139712.13329976797
1231,53048.18799236054
1232,632558.0117761171
1233,184309.0024188977
1234,49349.267406545005
1235,939424.1766708235
1236,-2453.2814353360964
1237,96021.47218255563
1238,62606.096723147086
1239,40137.03171299033
1240,90176.31405933114
1241,1154961.6826692158
1242,818952.2947498846
1243,1437147.793554377
1244,733655.3457016211
1245,908244.8766101139
1246,123695.27881613722
1247,184108.74005815966
1248,1233115.0690447933
1249,1078732.1049047182
1250,844002.8007050807
1251,83652.33117446097
1252,85973.92417725909
1253,874547.2436457168
1254,69861.9740605996
1255,122811.62746968922
1256,1303628.714040152
1257,48514.93977689447
1258,180007.68334959776
1259,23251.65158745882
1260,954679.2185499249
1261,-59529.627809533
1262,667453.3967578085
1263,1336606.4431890703
1264,143094.91933688035
1265,1171877.7212193392
1266,65531.85318441852
1267,147028.4366037432
1268,1158845.3600732386
1269,20155.218718213957
1270,1219679.997412289
1271,782645.8933238505
1272,538970.7348698226
1273,-4248.3727921872105
1274,168040.00542702604
1275,1188128.7479616841
1276,64074.69262800954
1277,186193.16881004666
1278,82710.18480755496
1279,1520504.8570766253
1280,1481446.251385297
1281,616040.92433144
1282,1221671.878109754
1283,1224763.937146037
1284,1144190.6264521962
1285,-47613.607889884224
1286,79113.59017472391
1287,1119595.1610564014
1288,1393811.2583316967
1289,1364202.4192996037
1290,517517.757727357
1291,1017569.4249022986
1292,115434.43775112004
1293,565135.3335396645
1294,1505505.9951897317
1295,2043270.4905632883
1296,1241873.7912774705
1297,112617.18519035072
1298,-3904.289018476224
1299,999439.600888407
1300,48836.78996237471
1301,56853.00829391824
1302,197866.32757465806
1303,821655.5260389405
1304,150786.25643208288
1305,865553.0500901078
1306,55849.74464210852
1307,1435331.3658112301
1308,720464.1439388219
1309,796238.2607303956
1310,496119.69454307243
1311,287792.6206720699
1312,1142246.438834169
1313,811661.0587307867
1314,150124.8287203593
1315,96975.1362733599
1316,65719.06658335603
1317,940748.6981043392
1318,-247751.01058638643
1319,1153221.7205634362
1320,1112987.5866857315
1321,132683.0395392906
1322,53747.96332602609
1323,1136597.847867854
1324,110484.24231925454
1325,136333.35720098612
1326,756956.0735762494
1327,72700.53491552515
1328,584358.1305661505
1329,64750.59840741792
1330,231925.9165441581
1331,1570487.201746012
1332,201526.43050633415
1333,885804.6300776287
1334,91119.08849407602
